,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
256,238385,41727,341388,381541,426050,406224,501930,,,,,,
,,,,,,,,,,,,,
,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384
256,390846,665175,63008,920700,853379,810234,815155,,,,,,
